prompt,image_name,index,Quality,Authenticity,Correspondence,score_1,score_2,score_3,score_4,score_5
an elephant walking on the Great Wall,stable-diffusion/049-3.png,49,0.521772999452238,0.485214605081617,0.520691967486443,3,4,4,2,3
an elephant walking on the Great Wall,stable-diffusion/049-4.png,49,0.546224372439826,0.4804038832872169,0.592210364280382,4,4,4,2,3
an elephant walking on the Great Wall,Unidiffuser/049-1.png,49,0.656507322924541,0.539663383928263,0.619871824870568,3,4,4,3,3
an elephant walking on the Great Wall,Unidiffuser/049-2.png,49,0.6472505102902301,0.574231891174102,0.6875947927422961,4,4,4,3,3
an elephant walking on the Great Wall,Unidiffuser/049-3.png,49,0.6467510222738779,0.53634144275561,0.615371264054858,4,4,4,3,3
an elephant walking on the Great Wall,Unidiffuser/049-4.png,49,0.321854258699434,0.384654242296928,0.325792930370689,1,1,1,1,3
A photo of a panda made of water.,Controlnet/050-1.png,50,0.593348081236122,0.567589742695083,0.528978109283869,3,3,3,2,3
A photo of a panda made of water.,Controlnet/050-2.png,50,0.6311183889261069,0.556483169887549,0.502261403535854,2,3,3,3,2
A photo of a panda made of water.,Controlnet/050-3.png,50,0.577398092078911,0.5390410193004019,0.464971636095046,4,4,3,3,2
A photo of a panda made of water.,Controlnet/050-4.png,50,0.549645636000188,0.520306435027904,0.469897229328252,4,4,4,2,1
A photo of a panda made of water.,DALLE/050-1.png,50,0.462694087120222,0.434890526154182,0.548618311504801,1,3,2,3,1
A photo of a panda made of water.,DALLE/050-2.png,50,0.528633378324787,0.5319468541558691,0.590525235461668,4,3,2,2,3
A photo of a panda made of water.,DALLE/050-3.png,50,0.480089404893009,0.460336283957888,0.5605016459382199,3,2,2,2,2
A photo of a panda made of water.,DALLE/050-4.png,50,0.4629065528444709,0.398507231635999,0.4713781106056809,2,3,2,1,2
A photo of a panda made of water.,Glide/050-1.png,50,0.41752344956067,0.428161525497358,0.399232299499594,2,3,2,2,2
A photo of a panda made of water.,Glide/050-2.png,50,0.373459321919,0.425484764064023,0.47607437091525,2,3,2,2,2
A photo of a panda made of water.,Glide/050-3.png,50,0.456350863959909,0.4931535728478829,0.497612299797669,2,3,2,2,3
A photo of a panda made of water.,Glide/050-4.png,50,0.417143708721457,0.435696425565049,0.408132275727012,2,2,2,3,2
A photo of a panda made of water.,Lafite/050-1.png,50,0.389852192497244,0.4128779383618999,0.446948226456533,1,1,1,1,1
A photo of a panda made of water.,Lafite/050-2.png,50,0.407893902088566,0.415383863739546,0.445995911814209,2,2,2,1,1
A photo of a panda made of water.,Lafite/050-3.png,50,0.358884382702684,0.34870329945945,0.358167987922603,4,4,4,3,1
A photo of a panda made of water.,Lafite/050-4.png,50,0.369076141544138,0.3961295853551639,0.371902291230725,3,2,3,1,1
A photo of a panda made of water.,stable-diffusion/050-1.png,50,0.593270387562867,0.611672240314482,0.481688672988392,4,4,4,3,1
A photo of a panda made of water.,stable-diffusion/050-2.png,50,0.556886704044831,0.550670355087422,0.550551778094162,4,4,4,3,2
A photo of a panda made of water.,stable-diffusion/050-3.png,50,0.530243211363818,0.5351558801819291,0.427689367957125,3,3,3,3,2
A photo of a panda made of water.,stable-diffusion/050-4.png,50,0.411342678064638,0.431151992551385,0.40766045618553,4,4,4,3,2
A photo of a panda made of water.,Unidiffuser/050-1.png,50,0.569656147895293,0.485105730938662,0.395050173808993,4,4,4,3,3
A photo of a panda made of water.,Unidiffuser/050-2.png,50,0.5577891608366901,0.614852474028299,0.512433676994658,4,4,4,3,2
A photo of a panda made of water.,Unidiffuser/050-3.png,50,0.476827382511641,0.464218427782578,0.436458132556211,3,3,2,2,3
A photo of a panda made of water.,Unidiffuser/050-4.png,50,0.368193656896059,0.434352492433236,0.4339142820677489,2,2,2,2,3
"a portrait of a man wearing sunglasses and a business suit, painting in pop art style",Controlnet/051-1.png,51,0.577507627168232,0.505069541087651,0.587344574709302,4,4,4,3,3
"a portrait of a man wearing sunglasses and a business suit, painting in pop art style",Controlnet/051-2.png,51,0.561916988915575,0.519514638238274,0.563946103797017,3,3,3,3,3
"a portrait of a man wearing sunglasses and a business suit, painting in pop art style",Controlnet/051-3.png,51,0.509460023056816,0.459698649293283,0.44592558393699,3,3,4,3,3
"a portrait of a man wearing sunglasses and a business suit, painting in pop art style",Controlnet/051-4.png,51,0.55619591236757,0.494112999687318,0.530542640612714,3,3,3,3,3
"a portrait of a man wearing sunglasses and a business suit, painting in pop art style",DALLE/051-1.png,51,0.6332767363499809,0.625644046255597,0.630215835822781,3,3,3,3,3
"a portrait of a man wearing sunglasses and a business suit, painting in pop art style",DALLE/051-2.png,51,0.611463419814255,0.627074501744183,0.6321961420027999,4,4,4,3,3
"a portrait of a man wearing sunglasses and a business suit, painting in pop art style",DALLE/051-3.png,51,0.530299682244336,0.508982636521625,0.572174545608924,4,4,4,3,3
"a portrait of a man wearing sunglasses and a business suit, painting in pop art style",DALLE/051-4.png,51,0.5334868048854841,0.486944634199299,0.544235020744902,2,3,3,2,3
"a portrait of a man wearing sunglasses and a business suit, painting in pop art style",Glide/051-1.png,51,0.41925933748293,0.363762669564211,0.3692476086750009,2,2,1,2,1
"a portrait of a man wearing sunglasses and a business suit, painting in pop art style",Glide/051-2.png,51,0.421723671066957,0.411342140119474,0.354121511538074,2,2,2,2,1
"a portrait of a man wearing sunglasses and a business suit, painting in pop art style",Glide/051-3.png,51,0.344195629851832,0.362739586070771,0.357004465015985,3,3,2,3,1
"a portrait of a man wearing sunglasses and a business suit, painting in pop art style",Glide/051-4.png,51,0.383773946327604,0.422618290739994,0.383671500508394,4,4,4,3,2
"a portrait of a man wearing sunglasses and a business suit, painting in pop art style",Lafite/051-1.png,51,0.472177476016759,0.415778053215866,0.498845588280829,3,4,4,3,3
"a portrait of a man wearing sunglasses and a business suit, painting in pop art style",Lafite/051-2.png,51,0.477557836741227,0.46908695836319,0.494770919608575,2,2,1,2,3
"a portrait of a man wearing sunglasses and a business suit, painting in pop art style",Lafite/051-3.png,51,0.424987565975199,0.393938654859309,0.466696235226538,4,4,4,3,3
"a portrait of a man wearing sunglasses and a business suit, painting in pop art style",Lafite/051-4.png,51,0.482424367597828,0.430098095195297,0.490889353593261,2,2,1,1,3
"a portrait of a man wearing sunglasses and a business suit, painting in pop art style",stable-diffusion/051-1.png,51,0.595393361322601,0.521646776914252,0.583284463454663,4,4,3,3,3
"a portrait of a man wearing sunglasses and a business suit, painting in pop art style",stable-diffusion/051-2.png,51,0.536563427112941,0.498886811748206,0.5187188688579409,3,3,3,3,1
"a portrait of a man wearing sunglasses and a business suit, painting in pop art style",stable-diffusion/051-3.png,51,0.528102142072738,0.506060365573768,0.5583858825707609,4,4,3,3,3
"a portrait of a man wearing sunglasses and a business suit, painting in pop art style",stable-diffusion/051-4.png,51,0.545268749900211,0.565279309164271,0.548791979868854,4,4,4,3,3
"a portrait of a man wearing sunglasses and a business suit, painting in pop art style",Unidiffuser/051-1.png,51,0.605338778888799,0.5445513642969749,0.578710162517819,3,3,3,3,3
"a portrait of a man wearing sunglasses and a business suit, painting in pop art style",Unidiffuser/051-2.png,51,0.609193770868381,0.6194867498113831,0.607257274283288,4,4,4,2,3
"a portrait of a man wearing sunglasses and a business suit, painting in pop art style",Unidiffuser/051-3.png,51,0.603037782174129,0.5764642189208931,0.604819080737389,4,4,4,3,3
"a portrait of a man wearing sunglasses and a business suit, painting in pop art style",Unidiffuser/051-4.png,51,0.387501342920976,0.429184034499807,0.506774303908392,1,2,2,2,3
a cartoon of a train going to the moon,Controlnet/052-1.png,52,0.538541910333097,0.4993858541515459,0.550536885663072,4,4,4,2,3
a cartoon of a train going to the moon,Controlnet/052-2.png,52,0.520474462889427,0.511254454299661,0.5197027505836079,4,4,4,2,2
a cartoon of a train going to the moon,Controlnet/052-3.png,52,0.5829860864645859,0.521737811586491,0.560898627716463,2,3,4,3,3
a cartoon of a train going to the moon,Controlnet/052-4.png,52,0.517089211897922,0.491491177249642,0.515694644709004,3,3,3,2,2
a cartoon of a train going to the moon,DALLE/052-1.png,52,0.528595448231691,0.5213689425528689,0.567329986476373,3,4,2,3,3
a cartoon of a train going to the moon,DALLE/052-2.png,52,0.56366859429554,0.507179973593603,0.5431215172199709,4,4,2,3,2
a cartoon of a train going to the moon,DALLE/052-3.png,52,0.548987745039447,0.471092609157473,0.52084448919379,4,4,4,3,3
a cartoon of a train going to the moon,DALLE/052-4.png,52,0.565556732583653,0.569050843531551,0.542419872460579,4,4,2,3,2
a cartoon of a train going to the moon,Glide/052-1.png,52,0.414017127191402,0.4128074238153379,0.447561403067864,3,3,3,2,2
a cartoon of a train going to the moon,Glide/052-2.png,52,0.38528426063088,0.441040305391886,0.4480667005358419,4,4,2,3,3
a cartoon of a train going to the moon,Glide/052-3.png,52,0.406037788077129,0.404932234920833,0.37491178576026,1,2,1,1,1
a cartoon of a train going to the moon,Glide/052-4.png,52,0.42551473219129,0.414744154196889,0.475066507549586,2,3,2,2,3
a cartoon of a train going to the moon,Lafite/052-1.png,52,0.3745930800452,0.418089780271465,0.50829674823919,2,3,2,2,3
a cartoon of a train going to the moon,Lafite/052-2.png,52,0.409478851501971,0.4078730835270769,0.485035258386858,3,1,1,1,1
a cartoon of a train going to the moon,Lafite/052-3.png,52,0.464100349858822,0.483553617112396,0.489708508126769,2,3,2,3,2
a cartoon of a train going to the moon,Lafite/052-4.png,52,0.4372985644801819,0.433577324452341,0.493738369956649,3,2,3,2,2
a cartoon of a train going to the moon,stable-diffusion/052-1.png,52,0.516429035774942,0.5152207008811309,0.512501538368867,3,3,3,3,1
a cartoon of a train going to the moon,stable-diffusion/052-2.png,52,0.482632117093488,0.465146042837582,0.473311953817046,3,2,3,2,2
a cartoon of a train going to the moon,stable-diffusion/052-3.png,52,0.559655346981486,0.554862762775319,0.566199166886812,4,4,3,3,3
a cartoon of a train going to the moon,stable-diffusion/052-4.png,52,0.540252274409668,0.496967415501272,0.507398311107354,4,4,4,3,3
a cartoon of a train going to the moon,Unidiffuser/052-1.png,52,0.490991669461817,0.548441972469361,0.538737164760771,3,3,3,3,3
a cartoon of a train going to the moon,Unidiffuser/052-2.png,52,0.561040661506566,0.5494465862145961,0.595287072416844,3,4,3,3,3
a cartoon of a train going to the moon,Unidiffuser/052-3.png,52,0.565352160735184,0.5251360447672959,0.54603987256616,4,4,4,3,3
a cartoon of a train going to the moon,Unidiffuser/052-4.png,52,0.423140469049554,0.428699445242681,0.424986877530961,1,2,2,2,1
A photo of a lotus flower made of water.,Controlnet/054-1.png,54,0.634915517760095,0.615222233983257,0.568259931818125,3,3,3,2,2
A photo of a lotus flower made of water.,Controlnet/054-2.png,54,0.602241954143741,0.531563918251061,0.561712329176856,3,3,3,3,3
A photo of a lotus flower made of water.,Controlnet/054-3.png,54,0.681791518060065,0.602148144746248,0.529710556923597,3,3,3,2,2
A photo of a lotus flower made of water.,Controlnet/054-4.png,54,0.5484533288837671,0.546039562744015,0.523182815960661,3,3,4,3,3
A photo of a lotus flower made of water.,DALLE/054-1.png,54,0.640405951609175,0.63224735120442,0.544776479564386,4,4,4,3,3
A photo of a lotus flower made of water.,DALLE/054-2.png,54,0.608243032806796,0.62687107848655,0.4729782132745089,3,4,3,2,2
A photo of a lotus flower made of water.,DALLE/054-3.png,54,0.581980463591469,0.560347000452328,0.512031421802852,3,3,3,3,3
A photo of a lotus flower made of water.,DALLE/054-4.png,54,0.633641876804862,0.602462416091622,0.52601756971339,4,4,4,3,3
A photo of a lotus flower made of water.,Glide/054-1.png,54,0.417294413093267,0.530131151399483,0.449145558042944,2,2,3,3,3
A photo of a lotus flower made of water.,Glide/054-2.png,54,0.418715020063828,0.455273843762699,0.482767000238259,2,3,2,3,2
A photo of a lotus flower made of water.,Glide/054-3.png,54,0.445909611180984,0.548741569302842,0.451437998126593,2,3,2,3,2
A photo of a lotus flower made of water.,Glide/054-4.png,54,0.430646751587061,0.551955621734688,0.493787494200037,3,4,4,3,3
A photo of a lotus flower made of water.,Lafite/054-1.png,54,0.4148102305199069,0.480312102510613,0.5073759769160899,2,2,2,2,2
A photo of a lotus flower made of water.,Lafite/054-2.png,54,0.441248878264035,0.50630263328215,0.469945260518642,2,3,3,3,2
A photo of a lotus flower made of water.,Lafite/054-3.png,54,0.422304694156515,0.4097048967439349,0.412517286765365,1,3,2,2,3
A photo of a lotus flower made of water.,Lafite/054-4.png,54,0.4098627240215979,0.4151598272174899,0.448182416005785,1,1,1,2,1
A photo of a lotus flower made of water.,stable-diffusion/054-1.png,54,0.609748432067842,0.610460442023861,0.514341591494843,4,4,4,3,2
A photo of a lotus flower made of water.,stable-diffusion/054-2.png,54,0.631579384907488,0.624881381080723,0.5175143855122559,4,4,3,3,2
A photo of a lotus flower made of water.,stable-diffusion/054-3.png,54,0.612762644299922,0.57224393425364,0.537310225620764,3,3,3,3,1
A photo of a lotus flower made of water.,stable-diffusion/054-4.png,54,0.649948841878208,0.6582525266898109,0.580442427239522,4,4,4,3,3
A photo of a lotus flower made of water.,Unidiffuser/054-1.png,54,0.42741687065275,0.427987504771063,0.481325403391299,1,2,2,3,2
A photo of a lotus flower made of water.,Unidiffuser/054-2.png,54,0.547101191066116,0.522179868761254,0.568737650639181,3,3,2,2,3
A photo of a lotus flower made of water.,Unidiffuser/054-3.png,54,0.514425284774265,0.51073213377994,0.470614439819861,4,4,4,3,2
A photo of a lotus flower made of water.,Unidiffuser/054-4.png,54,0.500604771580323,0.525804775431548,0.492160634592952,3,3,2,2,1
a painting of the food of china,Controlnet/055-1.png,55,0.518696235329924,0.497224834490483,0.515777465343356,4,4,4,3,3
a painting of the food of china,Controlnet/055-2.png,55,0.594487535284851,0.547237872699722,0.613508147935555,4,4,4,3,2
a painting of the food of china,Controlnet/055-3.png,55,0.579391884842404,0.514882315379106,0.59444050853872,3,3,3,3,3
a painting of the food of china,Controlnet/055-4.png,55,0.49358487634908,0.473834091589973,0.501350747709262,2,3,2,3,3
a painting of the food of china,DALLE/055-1.png,55,0.524716741992734,0.538610950052125,0.5586153211413211,3,3,3,3,3
a painting of the food of china,DALLE/055-2.png,55,0.469535341906649,0.495650322777135,0.497022023523999,2,3,3,2,2
a painting of the food of china,DALLE/055-3.png,55,0.587043742825873,0.543303545843949,0.547166735689796,4,4,4,2,1
a painting of the food of china,DALLE/055-4.png,55,0.54945851505525,0.549208494308148,0.561730100379375,2,2,2,2,3
a painting of the food of china,Glide/055-1.png,55,0.371656372601159,0.402418703233679,0.4509668844387069,1,2,3,3,3
a painting of the food of china,Glide/055-2.png,55,0.408526564774731,0.48000120167366,0.4727386269246409,2,2,3,2,2
a painting of the food of china,Glide/055-3.png,55,0.389080824749743,0.429675491950328,0.415671047700389,1,1,2,1,2
a painting of the food of china,Glide/055-4.png,55,0.406324632209228,0.48799648492708,0.504764624317397,2,2,2,2,2
a painting of the food of china,Lafite/055-1.png,55,0.431697240691109,0.489787859219862,0.499533938173631,2,2,3,2,2
a painting of the food of china,Lafite/055-2.png,55,0.40189980033926,0.413102542255436,0.441722295725649,2,2,3,1,1
a painting of the food of china,Lafite/055-3.png,55,0.4418228733600089,0.449183876471492,0.476204465495805,1,2,2,2,3
a painting of the food of china,Lafite/055-4.png,55,0.439042459148626,0.507244580135937,0.473047873830056,3,3,4,2,2
a painting of the food of china,stable-diffusion/055-1.png,55,0.495335202899117,0.403105780648877,0.494165296750349,4,4,4,3,3
a painting of the food of china,stable-diffusion/055-2.png,55,0.507624608894941,0.462786861305805,0.469486742226264,4,4,4,3,3
a painting of the food of china,stable-diffusion/055-3.png,55,0.4422924565215039,0.488002990924501,0.5266528851044839,1,2,2,1,3
a painting of the food of china,stable-diffusion/055-4.png,55,0.592097103273567,0.628293585551009,0.601338113274455,3,3,3,2,3
a painting of the food of china,Unidiffuser/055-1.png,55,0.496317065912633,0.480492444221392,0.49160635132806,2,3,3,3,3
a painting of the food of china,Unidiffuser/055-2.png,55,0.456852888658102,0.447226960006297,0.559808647930061,3,3,2,3,1
a painting of the food of china,Unidiffuser/055-3.png,55,0.507635748699775,0.446225749973351,0.502136849615127,3,3,3,2,3
a painting of the food of china,Unidiffuser/055-4.png,55,0.3421191859064389,0.401200936451745,0.491822154632149,1,1,1,1,3
an oil painting of a tree and a building,Controlnet/057-1.png,57,0.596323547434943,0.52875082310898,0.463648855481566,4,4,4,3,2
an oil painting of a tree and a building,Controlnet/057-2.png,57,0.505131210213834,0.547566583570242,0.557030959052947,2,2,3,2,3
an oil painting of a tree and a building,Controlnet/057-3.png,57,0.558188843199557,0.530971248223291,0.542885649817038,4,4,4,2,2
an oil painting of a tree and a building,Controlnet/057-4.png,57,0.494299315922892,0.517904596894078,0.565129847090036,3,4,3,3,3
an oil painting of a tree and a building,DALLE/057-1.png,57,0.52579339635279,0.493625725530718,0.528636199413171,4,4,4,3,3
an oil painting of a tree and a building,DALLE/057-2.png,57,0.5203972264786421,0.569621494630957,0.567768105085518,2,2,2,2,3
an oil painting of a tree and a building,DALLE/057-3.png,57,0.533704453489871,0.565433711464147,0.585401388504901,3,3,3,3,3
an oil painting of a tree and a building,DALLE/057-4.png,57,0.498119024521715,0.492845388921088,0.5241327863296921,3,4,4,3,3
an oil painting of a tree and a building,Glide/057-1.png,57,0.423663711361065,0.4669028141572199,0.526378416263511,3,3,2,3,3
an oil painting of a tree and a building,Glide/057-2.png,57,0.29986751404091,0.33069062101407,0.392334019366545,1,2,2,1,1
an oil painting of a tree and a building,Glide/057-3.png,57,0.3742375458165869,0.470359781096181,0.498196486077256,1,2,1,3,3
an oil painting of a tree and a building,Glide/057-4.png,57,0.412572181603076,0.393236366650696,0.545835231785881,1,2,3,3,2
an oil painting of a tree and a building,Lafite/057-1.png,57,0.403740964569249,0.456962750776299,0.488281229648813,1,3,2,2,3
an oil painting of a tree and a building,Lafite/057-2.png,57,0.373929978744113,0.381696171019296,0.44925605328642,3,3,3,2,2
an oil painting of a tree and a building,Lafite/057-3.png,57,0.4568682293888449,0.414693893179779,0.500686785656956,2,2,2,2,3
an oil painting of a tree and a building,Lafite/057-4.png,57,0.398037986509209,0.44018736824694,0.479474397137068,2,2,2,2,2
an oil painting of a tree and a building,stable-diffusion/057-1.png,57,0.5835301167280931,0.537466612898948,0.507840003725797,4,4,4,2,2
an oil painting of a tree and a building,stable-diffusion/057-2.png,57,0.47577552650764,0.5140043106734961,0.548051435764449,4,4,4,3,3
an oil painting of a tree and a building,stable-diffusion/057-3.png,57,0.51455981891573,0.500821311869358,0.420084046011409,3,4,3,2,2
an oil painting of a tree and a building,stable-diffusion/057-4.png,57,0.4092241085825659,0.4565659104628969,0.523714503040611,1,2,2,2,3
an oil painting of a tree and a building,Unidiffuser/057-1.png,57,0.506132045002223,0.5333376504196881,0.54201731345208,2,3,2,3,3
an oil painting of a tree and a building,Unidiffuser/057-2.png,57,0.471897061888035,0.481060495614124,0.5371209698461,2,3,2,2,3
an oil painting of a tree and a building,Unidiffuser/057-3.png,57,0.401338012782215,0.443514578744157,0.525027008061654,2,2,3,3,3
an oil painting of a tree and a building,Unidiffuser/057-4.png,57,0.509373482038465,0.545678152759964,0.579354542610837,4,4,4,3,3
a painting of a white country home with a wrap-around porch,Controlnet/058-1.png,58,0.602007348571954,0.607258239189025,0.579545414759575,4,4,4,3,3
a painting of a white country home with a wrap-around porch,Controlnet/058-2.png,58,0.536929532464278,0.5147706114964969,0.509792389287462,4,4,4,3,3
a painting of a white country home with a wrap-around porch,Controlnet/058-3.png,58,0.613178828548151,0.56314971248365,0.622247223745267,4,4,4,3,2
a painting of a white country home with a wrap-around porch,Controlnet/058-4.png,58,0.59600173304259,0.58134875764256,0.589545942581642,3,4,4,3,2
a painting of a white country home with a wrap-around porch,DALLE/058-1.png,58,0.491491579753625,0.551755029355276,0.55825609647181,3,3,2,3,2
a painting of a white country home with a wrap-around porch,DALLE/058-2.png,58,0.478252608224805,0.493372980627502,0.5283316419158041,4,4,4,3,2
a painting of a white country home with a wrap-around porch,DALLE/058-3.png,58,0.601088024735893,0.5583919306974819,0.598584111105298,4,4,3,3,2
a painting of a white country home with a wrap-around porch,DALLE/058-4.png,58,0.591156073116704,0.563352422526679,0.618356075271401,4,4,4,3,3
a painting of a white country home with a wrap-around porch,Glide/058-1.png,58,0.425833165370885,0.445071266317246,0.448449095778809,2,3,2,3,3
a painting of a white country home with a wrap-around porch,Glide/058-2.png,58,0.4350136371199919,0.476744320345416,0.536226604077772,2,3,3,3,3
a painting of a white country home with a wrap-around porch,Glide/058-3.png,58,0.440992439480325,0.426806871395382,0.522470145426749,2,2,2,3,3
a painting of a white country home with a wrap-around porch,Glide/058-4.png,58,0.376792209910259,0.4465085071807479,0.465594526244088,1,3,2,3,3
a painting of a white country home with a wrap-around porch,Lafite/058-1.png,58,0.389181142808233,0.44268673221034,0.492725923980349,2,2,1,2,2
a painting of a white country home with a wrap-around porch,Lafite/058-2.png,58,0.418803151216635,0.433966627999252,0.503878884987761,3,3,2,3,3
a painting of a white country home with a wrap-around porch,Lafite/058-3.png,58,0.473676667434221,0.513061133699561,0.535290872885558,3,3,3,2,2
a painting of a white country home with a wrap-around porch,Lafite/058-4.png,58,0.392276532649591,0.449458934632895,0.472209532447371,2,2,2,2,2
a painting of a white country home with a wrap-around porch,stable-diffusion/058-1.png,58,0.537773820530168,0.504814511929806,0.575670012453136,4,4,4,3,3
a painting of a white country home with a wrap-around porch,stable-diffusion/058-2.png,58,0.487069553781604,0.497954959734165,0.506370195296128,1,2,2,2,3
a painting of a white country home with a wrap-around porch,stable-diffusion/058-3.png,58,0.6316432738962761,0.615444241830904,0.596415743070712,2,3,4,3,3
a painting of a white country home with a wrap-around porch,stable-diffusion/058-4.png,58,0.614775239264401,0.611439442533585,0.6374248306894139,4,3,4,3,3
a painting of a white country home with a wrap-around porch,Unidiffuser/058-1.png,58,0.371404115294211,0.490858938093632,0.492924897984258,1,2,2,3,3
a painting of a white country home with a wrap-around porch,Unidiffuser/058-2.png,58,0.46917697050303,0.461319296700576,0.514487733751068,3,3,3,3,3
a painting of a white country home with a wrap-around porch,Unidiffuser/058-3.png,58,0.561941629960335,0.56005412696454,0.658698926444911,3,3,4,2,2
a painting of a white country home with a wrap-around porch,Unidiffuser/058-4.png,58,0.539689367104489,0.514843619901654,0.623282330790215,2,3,3,2,3
Downtown Shanghai at sunrise. detailed ink wash.,Controlnet/059-1.png,59,0.454112871121696,0.474545831433976,0.490099602650324,3,3,3,2,2
Downtown Shanghai at sunrise. detailed ink wash.,Controlnet/059-2.png,59,0.5323084213437049,0.487154292596446,0.529454160984427,4,4,4,3,3
Downtown Shanghai at sunrise. detailed ink wash.,Controlnet/059-3.png,59,0.5040870631265509,0.512336189018308,0.507096656925448,1,2,1,1,3
Downtown Shanghai at sunrise. detailed ink wash.,Controlnet/059-4.png,59,0.5145157914488501,0.521824850552725,0.523385528173866,3,3,3,3,2
Downtown Shanghai at sunrise. detailed ink wash.,DALLE/059-1.png,59,0.511482412098813,0.501217662598325,0.5310346834416859,3,3,3,2,3
Downtown Shanghai at sunrise. detailed ink wash.,DALLE/059-2.png,59,0.476233035395446,0.5214990137075131,0.535583972348306,2,3,2,3,2
Downtown Shanghai at sunrise. detailed ink wash.,DALLE/059-3.png,59,0.503473634948255,0.476655143855549,0.555813414005423,3,3,3,3,3
Downtown Shanghai at sunrise. detailed ink wash.,DALLE/059-4.png,59,0.552132281116507,0.547089799114589,0.539572022984964,3,3,4,3,3
Downtown Shanghai at sunrise. detailed ink wash.,Glide/059-1.png,59,0.410029440379366,0.436398032857356,0.47878645167102,1,2,2,1,1
Downtown Shanghai at sunrise. detailed ink wash.,Glide/059-2.png,59,0.392034507650609,0.443434111714227,0.4592351706316699,2,2,2,3,2
Downtown Shanghai at sunrise. detailed ink wash.,Glide/059-3.png,59,0.378415040897367,0.384084900617744,0.40165985143624,2,2,2,3,2
Downtown Shanghai at sunrise. detailed ink wash.,Glide/059-4.png,59,0.374384059820536,0.3724590097565209,0.413742213565741,1,2,1,1,1
Downtown Shanghai at sunrise. detailed ink wash.,Lafite/059-1.png,59,0.347227946703487,0.410626201489681,0.408752067724111,3,2,2,2,1
Downtown Shanghai at sunrise. detailed ink wash.,Lafite/059-2.png,59,0.423712086298592,0.463449862262767,0.406073138715107,1,1,1,1,1
Downtown Shanghai at sunrise. detailed ink wash.,Lafite/059-3.png,59,0.4623674487513319,0.465694348386871,0.478549524177672,1,2,2,2,1
Downtown Shanghai at sunrise. detailed ink wash.,Lafite/059-4.png,59,0.445669141916274,0.433180672276536,0.497174007584689,3,2,2,1,2
Downtown Shanghai at sunrise. detailed ink wash.,stable-diffusion/059-1.png,59,0.51959966608996,0.507862175646231,0.539404529926139,4,4,4,3,2
Downtown Shanghai at sunrise. detailed ink wash.,stable-diffusion/059-2.png,59,0.508188355640183,0.5366298124179579,0.531410437343675,3,3,3,3,3
Downtown Shanghai at sunrise. detailed ink wash.,stable-diffusion/059-3.png,59,0.562940361868426,0.5763123816250161,0.526068298654563,2,3,3,3,3
Downtown Shanghai at sunrise. detailed ink wash.,stable-diffusion/059-4.png,59,0.5017199029385551,0.481069715474048,0.502868244544183,2,2,3,2,1
Downtown Shanghai at sunrise. detailed ink wash.,Unidiffuser/059-1.png,59,0.3472266767563849,0.375339557162239,0.375134432494737,2,2,2,1,2
Downtown Shanghai at sunrise. detailed ink wash.,Unidiffuser/059-2.png,59,0.4286045621664069,0.4566767273416049,0.466982862039453,4,4,4,3,2
Downtown Shanghai at sunrise. detailed ink wash.,Unidiffuser/059-3.png,59,0.409193469142685,0.409467079798002,0.40908570169979,2,2,2,2,2
Downtown Shanghai at sunrise. detailed ink wash.,Unidiffuser/059-4.png,59,0.534964889815321,0.554145700963296,0.592122497476679,2,3,2,3,3
"a cartoon of a dog saying ""I see what you did there""",Controlnet/060-1.png,60,0.420046895323277,0.422221883058096,0.371305883723522,3,3,2,2,2
"a cartoon of a dog saying ""I see what you did there""",Controlnet/060-2.png,60,0.520716016529564,0.505171271497362,0.518584474405284,3,2,3,3,2
"a cartoon of a dog saying ""I see what you did there""",Controlnet/060-3.png,60,0.411539919170195,0.372322739782194,0.371609586973097,2,2,3,2,2
"a cartoon of a dog saying ""I see what you did there""",Controlnet/060-4.png,60,0.4762154588648329,0.447043810592953,0.46722439077214,4,4,4,3,2
"a cartoon of a dog saying ""I see what you did there""",DALLE/060-1.png,60,0.517964431480298,0.509346893227137,0.4795735249322729,3,4,3,2,1
"a cartoon of a dog saying ""I see what you did there""",DALLE/060-2.png,60,0.487799689129257,0.4340993194892519,0.386010272206204,3,3,2,3,2
"a cartoon of a dog saying ""I see what you did there""",DALLE/060-3.png,60,0.602361522494363,0.571026303975105,0.561968290393918,3,3,3,2,2
"a cartoon of a dog saying ""I see what you did there""",DALLE/060-4.png,60,0.551909094468255,0.522779203452464,0.4760911707689499,3,3,2,3,2
"a cartoon of a dog saying ""I see what you did there""",Glide/060-1.png,60,0.477304870404594,0.4985605580757229,0.410558848894328,2,3,2,2,2
"a cartoon of a dog saying ""I see what you did there""",Glide/060-2.png,60,0.442174415654448,0.4350793772969289,0.44288070312126,2,3,1,1,2
"a cartoon of a dog saying ""I see what you did there""",Glide/060-3.png,60,0.379080985628565,0.409318805665198,0.407337883165563,2,2,2,2,1
"a cartoon of a dog saying ""I see what you did there""",Glide/060-4.png,60,0.390463479156553,0.40146738473922,0.389790562311549,4,4,1,1,1
"a cartoon of a dog saying ""I see what you did there""",Lafite/060-1.png,60,0.405834956342632,0.377525640938434,0.335944338090792,3,3,2,1,1
"a cartoon of a dog saying ""I see what you did there""",Lafite/060-2.png,60,0.432551047652229,0.431062632375951,0.444793909189528,3,4,2,2,2
