prompt,image_name,index,quality_score,std_quality,mos_align,std_align,generated_answer
"an adventure party resting in a tavern, blurred detail",AttnGAN_normal_156.jpg,156,1.977251303,0.805914217,1.310865965,0.738623848,"A close-up view of a dark, abstract geometric wall structure with small openings. The subject's panel geometry is coherent despite some softness at seam intersections. Heavy global blur and flat, over-smoothed textures reduce overall image clarity."
"an adventure party resting in a tavern, blurred detail",DALLE2_normal_156.jpg,156,2.127265738,0.758140461,2.000093891,1.102507733,"A blurry close-up shows a woman with dark hair at an indoor table. Her face and body are heavily smeared, losing anatomical detail. Severe global blur flattens textures and softens all edges."
"an adventure party resting in a tavern, blurred detail",glide_normal_156.jpg,156,0.776328629,0.432207255,1.325066167,1.217743496,A heavily blurred low-light image depicts indistinct bottles on dark shelves. The subject shapes are unrecognizable and lack any coherent structural definition. Extreme global blur eliminates all fine details and surface textures.
"an adventure party resting in a tavern, blurred detail",midjourney_lowstep_156.jpg,156,1.5484512,0.980154547,2.600700921,1.471091263,Several blurred miniature figurines sit on a wooden table in a warm interior. Figures exhibit fused limbs and lack discernible facial features or anatomical structure. Extreme shallow focus creates waxy surfaces and hides local textural information.
"an adventure party resting in a tavern, blurred detail",midjourney_normal_156.jpg,156,3.324474137,0.792160381,3.654274032,0.395306435,A photorealistic diorama depicts fantasy figurines inside a dimly lit wooden tavern. The miniature characters suffer from blurred faces and structurally ambiguous limb geometry. Global shallow focus creates waxy textures and softened edges.
"an adventure party resting in a tavern, blurred detail",sd1.5_highcorr_156.jpg,156,2.660597966,0.541175308,3.17765537,0.531286865,"Men sit at a table in a rustic wooden room in oil painting style. Subjects show severe distortion with malformed hands and warped facial features. Image shows waxy textures, softened edges, and inconsistent lighting."
"an adventure party resting in a tavern, blurred detail",sd1.5_lowcorr_156.jpg,156,2.792237956,0.570244225,2.851195987,0.92702345,A grayscale sketch depicts a group of people in a dimly lit room. Subjects show malformed anatomy with blurred faces and indistinct limb structures. Waxy textures and soft edges reduce overall perceptual clarity.
"an adventure party resting in a tavern, blurred detail",sd1.5_lowstep_156.jpg,156,2.179358212,0.939290652,2.467831921,1.100523498,People in historical clothing gather around a table in a rustic interior painting. The subjects' faces and hands are heavily blurred with poor anatomical definition. Severe oversmoothing results in flat textures and missing fine details.
"an adventure party resting in a tavern, blurred detail",sd1.5_normal_156.jpg,156,2.831741764,0.792100743,3.275195155,0.624372634,"People drink at a table in a dimly lit oil-painted interior. Subjects show severe facial malformation and fused hands, reducing semantic readability. Waxy textures and indistinct edges create a softened, inconsistent appearance."
"an adventure party resting in a tavern, blurred detail",xl2.2_normal_156.jpg,156,3.214375205,0.265775247,3.584393825,0.453250583,Several men sit at a wooden bar within a dimly lit interior. Subjects are recognizable but exhibit malformed hands and indistinct facial features. Widespread oversmoothing creates waxy textures and obscures fine background details.
"spaceship flying over a strange planet, hyper detail",AttnGAN_normal_157.jpg,157,1.075006252,0.188849291,0.369089989,0.621180161,"A painterly close-up depicts two heavily distorted human figures in an interior. Subject faces and bodies are severely malformed, fused, and lack coherent anatomy. Oversmoothing flattens textures and obscures fine details."
"spaceship flying over a strange planet, hyper detail",DALLE2_normal_157.jpg,157,2.432406235,0.447910594,2.958190852,0.763923536,A green futuristic aircraft flies above a colorful alien landscape under a starry sky. The subject's structure is distorted with fused wings and unclear mechanical geometry. Saturated colors and grainy noise reduce overall texture clarity.
"spaceship flying over a strange planet, hyper detail",glide_normal_157.jpg,157,1.269550286,0.510153989,1.098584983,0.826970715,A dark futuristic aircraft is centered against a blue gradient sky. The subject's mechanical structure is blurred and lacks clear geometric definition. Global oversmoothing flattens textures and obscures fine surface details.
"spaceship flying over a strange planet, hyper detail",midjourney_lowstep_157.jpg,157,1.913944143,0.451256843,2.099096333,0.573492602,A motion-blurred metallic UFO hovers over a desert landscape under a large moon. The saucer's structure is stable but lacks clear mechanical definition and detail. Heavy motion blur softens textures and destroys edge clarity.
"spaceship flying over a strange planet, hyper detail",midjourney_normal_157.jpg,157,4.036614698,0.376863946,3.66091062,0.657955632,A massive disc-shaped spacecraft hovers over a rugged alien landscape in golden light. The subject maintains a coherent form with plausible geometry and clear framing. Distant terrain shows oversmoothing while hull surfaces exhibit pseudo-detail.
"spaceship flying over a strange planet, hyper detail",sd1.5_highcorr_157.jpg,157,2.926078447,0.57711193,2.965504258,0.469408875,"A dark disc-shaped spacecraft floats in space near a large planet. The vessel's structure is coherent, though upper surface details appear fused. Planet textures show repetitive patterns while edges exhibit slight softness."
"spaceship flying over a strange planet, hyper detail",sd1.5_lowcorr_157.jpg,157,3.424268421,1.244113196,3.27248283,0.956352744,A futuristic spacecraft floats above a planetary horizon in a detailed sci-fi style. The vessel's structure appears fused with ambiguous connections and lacks clear separation. Textures show repetitive pseudo-detailing and softened edges.
"spaceship flying over a strange planet, hyper detail",sd1.5_lowstep_157.jpg,157,2.560764083,0.831476228,2.702148916,1.381448226,A digital sci-fi image depicts two spaceships flying through a starry nebula. The central vessel displays severely distorted and fused wing structures lacking logical geometry. Edges lack sharpness and surfaces exhibit mild waxy oversmoothing.
"spaceship flying over a strange planet, hyper detail",sd1.5_normal_157.jpg,157,3.657121751,0.859199936,3.364639327,0.604619871,A digital sci-fi illustration features futuristic spacecraft amidst planets and cosmic clouds. The central ship exhibits distorted geometry and implausible fused component structures. Textures display subtle waxiness and softened edges with minor background blurring.
"spaceship flying over a strange planet, hyper detail",xl2.2_normal_157.jpg,157,3.787887693,0.519417717,3.405324243,0.405153653,"A white dome-shaped craft hovers over a snowy alien landscape under two moons. The subject's form is stable, though its lower hull shows fused details. Distant terrain textures appear overly smooth."
"photograph of a stone cairn in scotland, soft lighting",AttnGAN_normal_158.jpg,158,0.912778941,0.610751777,0.968570405,0.590980929,A close-up view of a heavily distorted organic figure in a blurred interior. The subject displays severe structural warping and fusion destroying its semantic clarity. Global oversmoothing and blurred edges hide all fine texture details.
"photograph of a stone cairn in scotland, soft lighting",DALLE2_normal_158.jpg,158,3.207226865,0.585044293,3.3417077,0.502017349,A photorealistic close-up captures a stone cairn within a blurred landscape. The stacked stones are structurally stable and show plausible physical contact. Textures appear slightly softened with indistinct background details.
"photograph of a stone cairn in scotland, soft lighting",glide_normal_158.jpg,158,1.373098268,0.993008421,2.486100389,0.913861709,A dark silhouette of a stacked stone cairn stands against a twilight sky. The rock pile shows a coherent vertical structure despite its simplified shape. Heavy blurring and color banding soften edges and reduce background clarity.
"photograph of a stone cairn in scotland, soft lighting",midjourney_lowstep_158.jpg,158,1.627559856,0.513306138,3.112865772,0.507362123,A heavily blurred photorealistic image depicts a stone cairn in a landscape. The cairn structure is stable but individual rocks are indistinctly merged. Extreme global oversmoothing eliminates texture and sharpness.
"photograph of a stone cairn in scotland, soft lighting",midjourney_normal_158.jpg,158,3.643633817,0.646199973,3.919858649,0.357348589,A photorealistic image shows a stone cairn on a grassy hillside in warm light. The rock structure is readable but exhibits fusion between individual layers. Background elements display flattened textures and a lack of micro-details.
"photograph of a stone cairn in scotland, soft lighting",sd1.5_highcorr_158.jpg,158,3.211379142,1.051008477,3.180285613,1.247387411,A photorealistic composition centers on a stack of rounded stones in grass. The subject is structurally sound but features overly smooth contact surfaces. Textures lack fine grain and exhibit a consistent painterly smoothing.
"photograph of a stone cairn in scotland, soft lighting",sd1.5_lowcorr_158.jpg,158,3.048358432,0.695799891,3.190440744,0.764418105,"A large textured boulder dominates a grassy field under an overcast sky. The subject structure is coherent, though base boundaries appear slightly indistinct. Rock surfaces show visible texture smoothing and repetitive pseudo-detailing."
"photograph of a stone cairn in scotland, soft lighting",sd1.5_lowstep_158.jpg,158,3.727389608,0.646926037,3.73689006,0.576633026,A centered stack of rounded stones sits on moss in a misty landscape. The stone cairn appears structurally stable but features subtly inconsistent surface details. Background surfaces show flat textures and softened edges.
"photograph of a stone cairn in scotland, soft lighting",sd1.5_normal_158.jpg,158,3.530547546,0.335915298,3.524109368,0.454486,A photorealistic image depicts a stack of smooth stones before a stone wall. The rock formation exhibits fused contact areas and unstable structural geometry. Surfaces display waxy smoothing and lack crisp edge definition.
"photograph of a stone cairn in scotland, soft lighting",xl2.2_normal_158.jpg,158,3.658567698,0.486573661,3.671553148,0.875172777,A stack of five smooth stones sits on a mossy surface in soft light. The stone structure is stable and clearly defined with consistent geometry. Surfaces show subtle pseudo-detailing while the background is softly smoothed.
"cute fluffy baby lop eared bunny rabbit, cold color",AttnGAN_normal_161.jpg,161,0.780698266,0.525135047,0.486320092,0.359803384,A digital painting depicts a malformed human figure in an interior setting. Subject anatomy is severely distorted with fused limbs and a warped torso. Heavy blur and flat textures degrade overall clarity.
"cute fluffy baby lop eared bunny rabbit, cold color",DALLE2_normal_161.jpg,161,2.956675282,0.502636758,3.708798973,0.379960879,A close-up photograph shows a fluffy white and grey lop-eared rabbit. The subject's anatomy is plausible but the muzzle region shows slight fusion. Global textures exhibit significant waxiness and oversmoothing across the frame.
"cute fluffy baby lop eared bunny rabbit, cold color",glide_normal_161.jpg,161,1.609770477,0.59722743,2.035648457,0.775939134,A black rabbit is shown in profile on a plain background. The subject's form is recognizable but lacks anatomical detail in the shadows. Severe underexposure and softness completely mask texture and edges.
"cute fluffy baby lop eared bunny rabbit, cold color",midjourney_lowstep_161.jpg,161,2.060413207,0.640432575,2.811700345,0.863234587,"A soft-focus close-up of a lop-eared rabbit on a light surface. The rabbit's facial features, particularly the nose, appear slightly malformed and fused. Extreme oversmoothing yields waxy textures and low detail."
"cute fluffy baby lop eared bunny rabbit, cold color",midjourney_normal_161.jpg,161,3.516223883,0.665541805,3.715711518,0.527201215,A photorealistic close-up of a fluffy lop-eared rabbit on a gray blanket. The rabbit's head structure is coherent with well-defined and symmetrical features. Fur textures appear natural and free of significant artifacts.
"cute fluffy baby lop eared bunny rabbit, cold color",sd1.5_highcorr_161.jpg,161,3.438253731,0.641002899,3.090433934,1.195349784,A photorealistic close-up of a fluffy rabbit sitting in green grass. The rabbit's facial features and anatomy appear structurally coherent and semantically clear. Fur shows subtle oversmoothing and background details lack sharpness.
"cute fluffy baby lop eared bunny rabbit, cold color",sd1.5_lowcorr_161.jpg,161,2.776694622,0.537814837,3.130750884,0.745565268,A close-up portrait shows a fluffy grey rabbit against a plain background. The subject's facial structure is coherent and clearly recognizable as a rabbit. Fur textures show subtle smoothing and lack sharp micro-detail definition.
"cute fluffy baby lop eared bunny rabbit, cold color",sd1.5_lowstep_161.jpg,161,2.559576449,0.644300361,2.245190143,0.760073972,A photorealistic close-up shows a white rabbit sitting in a woven basket. The rabbit subject displays a clear structural anomaly featuring four distinct ears. Fur surfaces appear waxy and background edges lack sharp definition.
"cute fluffy baby lop eared bunny rabbit, cold color",sd1.5_normal_161.jpg,161,3.136939761,0.420529841,3.239106761,0.636753764,A highly stylized fluffy rabbit sits upright on green grass outdoors. The subject displays malformed fused paws and a featureless muzzle area. Fine fur details lack sharpness while background elements appear slightly melted.
"cute fluffy baby lop eared bunny rabbit, cold color",xl2.2_normal_161.jpg,161,3.701722739,0.470483743,3.665354297,0.452256588,A photorealistic grey lop-eared rabbit sits on a pink checkered cloth. The subject maintains structural stability despite minor facial feature irregularities. Foreground blur and waxy fur textures reduce edge clarity.
"an industrial geometric temple lab room, top view",AttnGAN_normal_162.jpg,162,0.747278376,0.737136097,0.767535581,0.443774969,"A dark interior shows blurred rectangular shapes near a localized warm light. Subject structures are indistinct, lacking recognizable geometry or coherent spatial relationships. Global blur and darkness eliminate fine texture and edge definition entirely."
"an industrial geometric temple lab room, top view",glide_normal_162.jpg,162,1.309475045,0.549154226,1.255488616,0.659273528,A blurry interior view captures a window and silhouetted furniture in low light. Foreground subjects are structurally vague and lack clear semantic readability. Extreme oversmoothing obscures all local detail.
"an industrial geometric temple lab room, top view",midjourney_lowstep_162.jpg,162,1.505377327,1.051558806,2.60460913,0.683496427,"A blurry digital rendering of a symmetrical room with grid windows and central forms. Central forms are severely oversmoothed, lacking recognizable geometry or clear boundaries. Global blur and flat textures eliminate all fine detail."
"an industrial geometric temple lab room, top view",midjourney_normal_162.jpg,162,3.305628811,0.325193793,3.239106761,0.722688396,A top-down 3D render of a furnished room with a central platform. The central structure is coherent while peripheral furniture lacks clear geometric definition. Small details show oversmoothing and flat texture.
"an industrial geometric temple lab room, top view",sd1.5_highcorr_162.jpg,162,3.359435142,0.430096954,2.653379023,0.965316204,A high-angle view captures a spacious industrial laboratory filled with technical equipment. Various machines and furniture exhibit malformed geometry and lack logical structure. Widespread oversmoothing flattens textures and reduces edge definition throughout the image.
"an industrial geometric temple lab room, top view",sd1.5_lowcorr_162.jpg,162,3.14151795,1.122545346,2.996013339,1.164068976,A photorealistic view of a cluttered technical interior with exposed grids. The dense mechanical layout appears stable despite semantic ambiguity in wire clusters. Subtle oversmoothing and pseudo-detailing affect the complex surface textures.
"an industrial geometric temple lab room, top view",sd1.5_lowstep_162.jpg,162,3.490797944,0.855612096,2.732709062,1.381894283,A high-angle shot depicts a cluttered office interior with desks and shelves. Furniture shapes are mostly coherent but exhibit subtle geometric inconsistencies and repetition. Surfaces appear overly smooth with flattened textures and weak edge definition.
"an industrial geometric temple lab room, top view",sd1.5_normal_162.jpg,162,3.472753415,0.518145443,3.374870467,0.569724014,A wide-angle view shows an industrial laboratory with long workbenches and exposed ductwork. Equipment and furniture exhibit malformed geometry while wall text remains illegible. Global oversmoothing creates waxy textures and softened edges across the entire scene.
"an industrial geometric temple lab room, top view",xl2.2_normal_162.jpg,162,3.673501579,0.360906935,2.653500595,0.441236859,"A high-angle shot captures a modern office with blue walls and yellow doors. Furniture layouts are clear, but several chair shapes and small items look distorted. Global rendering exhibits mild oversmoothing and flat surface textures."
"a portrait of girl boxer in a red dress, elevation view",AttnGAN_normal_163.jpg,163,0.929411321,0.615798839,0.968570405,0.891154721,"Abstract dark shapes appear in a close-up against a vibrant pink background. The central subject is an incoherent mass lacking recognizable anatomy or geometry. Blurring, waxy textures, and inconsistent lighting degrade overall clarity."
"a portrait of girl boxer in a red dress, elevation view",DALLE2_normal_163.jpg,163,3.718303223,0.269369401,3.001128296,0.532322822,A close-up captures a woman in a red dress and boxing gloves. The subject's eyes and upper arm anatomy exhibit noticeable structural distortions. Skin appears waxy and hair lacks natural fine detail.
"a portrait of girl boxer in a red dress, elevation view",glide_normal_163.jpg,163,1.761964787,0.581879537,0.59256494,0.642184299,A close-up portrait shows a dog's head amidst bright red fabric drapery. The dog's face is recognizable but displays malformed eyes and a featureless nose. Textures appear waxy and oversmoothed with weak edges.
"a portrait of girl boxer in a red dress, elevation view",midjourney_lowstep_163.jpg,163,2.954193289,0.323190499,3.079505301,0.446891494,A digital painting shows a female boxer in red gear against a dark background. The subject's eyes and gloves appear malformed with poor anatomical coherence. Heavy blurring and oversmoothing flatten textures and soften edges.
"a portrait of girl boxer in a red dress, elevation view",midjourney_normal_163.jpg,163,3.741408859,0.422313642,2.62350113,0.798836876,A photorealistic portrait shows a woman in a red dress against a dark background. The subject exhibits stable facial anatomy and a clearly readable pose. Mild skin oversmoothing and waxy textures lower perceptual fidelity.
"a portrait of girl boxer in a red dress, elevation view",sd1.5_highcorr_163.jpg,163,2.33566677,0.441435942,1.848294038,0.766983256,"An oil-painted portrait of a girl in a red dress. The subject's face is clear, but her hands are severely malformed with fused fingers. Skin textures appear waxy and lack sharpness."
"a portrait of girl boxer in a red dress, elevation view",sd1.5_lowcorr_163.jpg,163,2.785504238,0.702297217,1.916694664,0.507977233,A frontal oil-painting portrait depicts a young girl before a blurred landscape. The subject's face is clear but features an elongated neck and malformed hair. Skin appears waxy and the background is indistinct.
"a portrait of girl boxer in a red dress, elevation view",sd1.5_lowstep_163.jpg,163,2.224915104,0.508448699,1.399557817,0.686077772,A digital painting shows a child in a red headscarf and green top. The facial anatomy is mostly stable but shows slight misalignment of the eyes. Pervasive grainy noise texture reduces overall clarity and edge definition.
"a portrait of girl boxer in a red dress, elevation view",sd1.5_normal_163.jpg,163,3.031344688,0.69441181,2.44244092,0.783055121,"A classical oil-style portrait shows a young girl in a red dress. The subject's face is readable, yet her hands show severe structural fusion. Global textures appear overly smoothed and waxy throughout."
"a portrait of girl boxer in a red dress, elevation view",xl2.2_normal_163.jpg,163,3.541752783,0.726907296,3.161543067,0.884764444,A photorealistic portrait of a woman in red boxing gloves against a neutral background. Face and hair details show minor distortions and unnatural fusion. Textures appear overly smooth with a waxy synthetic quality.
"a pig sitting in a chair smoking a pipe, close-up",AttnGAN_normal_164.jpg,164,0.812984657,0.703477886,0.362970567,0.583409133,A close-up shot captures a distorted hand holding a striped object outdoors. The hand anatomy is severely malformed with fused and unnatural finger shapes. Heavy noise and blur obscure most fine details.
"a pig sitting in a chair smoking a pipe, close-up",DALLE2_normal_164.jpg,164,3.403754047,0.428600355,3.635603955,0.823254371,A photorealistic pig sits in a tufted armchair holding a pipe. The subject's snout is structurally distorted by a fused pipe attachment. Subtle waxy smoothing is visible on the skin surface.
"a pig sitting in a chair smoking a pipe, close-up",glide_normal_164.jpg,164,0.821435934,0.342913953,1.221037961,0.786143803,"A close-up of a pig's head under intense red light in darkness. The subject's face is blurred, showing a warped snout and indistinct features. Global blur creates a waxy, oversmoothed texture."
"a pig sitting in a chair smoking a pipe, close-up",midjourney_lowstep_164.jpg,164,2.414476208,0.435519683,2.868115497,0.591805513,"A digital painting shows a blurred pig-like figure in a green armchair. The subject's anatomy is heavily smoothed, resulting in indistinct limbs. Global oversmoothing creates a pervasive blur that flattens textures."
"a pig sitting in a chair smoking a pipe, close-up",midjourney_normal_164.jpg,164,3.455805152,0.622396653,3.302738591,0.882417335,"A photorealistic pig in a suit sits in a leather armchair. The subject is recognizable, but the hands exhibit significant fusion and malformed finger geometry. Background surfaces display faint repetitive swirling patterns."
"a pig sitting in a chair smoking a pipe, close-up",sd1.5_highcorr_164.jpg,164,2.248459435,0.400991389,2.521914306,0.605672314,"A close-up depicts a pig with a mechanical nozzle fused to its snout. The pig's face is clear, but the snout-device junction appears physically inconsistent. Heavy foreground blur and waxy skin textures reduce local detail definition."
"a pig sitting in a chair smoking a pipe, close-up",sd1.5_lowcorr_164.jpg,164,2.817259418,0.834181639,3.1259885,0.617145613,A sepia engraving depicts an anthropomorphic pig in formal wear on a couch. The subject's hand is a malformed fused mass lacking digit separation. Textures exhibit repetitive hatching with softened edges and inconsistent details.
"a pig sitting in a chair smoking a pipe, close-up",sd1.5_lowstep_164.jpg,164,3.031344688,0.713809415,2.281042344,0.260319421,A photorealistic pig holds a small object against a plain dark backdrop. The animal's limbs and digits show severe anatomical malformation and fusion. Skin textures appear uniformly waxy and lack realistic micro-detail.
"a pig sitting in a chair smoking a pipe, close-up",sd1.5_normal_164.jpg,164,3.080710077,0.435294339,2.897103633,1.023344967,"A photorealistic pig holds a spoon and plate against a wooden background. The subject displays significant anatomical distortion, especially in the malformed forelimb. Textures exhibit mild waxiness while some boundaries lack crisp definition."
"a pig sitting in a chair smoking a pipe, close-up",xl2.2_normal_164.jpg,164,3.033265998,0.319544439,3.978346905,0.326550929,A digital painting shows an anthropomorphic pig in a suit smoking a pipe. Hand anatomy and snout region show clear fusion and structural warping. Surfaces exhibit waxy textures and inconsistent edge sharpness.
"a female hand holding a red fresh apple, long-shot",AttnGAN_normal_165.jpg,165,1.197015678,0.272404007,0.685483402,0.991186492,"A close-up of abstract, fused organic structures against a blurred colorful background. The subject is a structurally unstable and semantically ambiguous mass of distorted forms. Textures appear waxy and edges lack sharp definition across the frame."
"a female hand holding a red fresh apple, long-shot",DALLE2_normal_165.jpg,165,2.837204233,0.691200208,2.864560271,0.642546252,A close-up photograph shows a hand holding a red apple against a blue shirt. The hand displays severe anatomical distortion with malformed fingers and unnatural joint shapes. Surfaces show a waxy look with softened details.
"a female hand holding a red fresh apple, long-shot",glide_normal_165.jpg,165,1.311956077,0.611615037,0.376135781,0.448357682,A macro view captures a glossy red beetle on a green leaf. The subject exhibits distorted anatomy with fused limbs and an indistinct head. Heavy blur and pixelation degrade texture clarity throughout the frame.
"a female hand holding a red fresh apple, long-shot",midjourney_lowstep_165.jpg,165,2.65595515,0.349880048,2.653231999,0.70165969,"A photorealistic close-up shows a hand holding a red apple on a dark background. The hand displays fused, featureless fingers and implausible anatomical geometry. Surfaces show excessive smoothing with waxy textures and weak detail definitions."
"a female hand holding a red fresh apple, long-shot",midjourney_normal_165.jpg,165,3.389973337,0.575376749,3.330307595,0.680939897,"A photorealistic close-up features a red apple resting in an open palm. The fruit is structurally sound, though the hand shows fused fingertip distortion. Textures exhibit subtle waxiness and softened micro-details."
"a female hand holding a red fresh apple, long-shot",sd1.5_highcorr_165.jpg,165,2.831160905,0.79038275,2.991040101,0.686528047,A close-up view presents a hand holding a red apple on green grass. The subject maintains structurally plausible anatomy and clear visual separation. Smoothed details and repetitive background textures lower perceptual fidelity.
"a female hand holding a red fresh apple, long-shot",sd1.5_lowcorr_165.jpg,165,2.166977719,0.905516817,2.087696228,0.77152498,A top-down view shows hands in blue knitwear holding red apples. The subject's fingers are malformed with fused digits and unnatural joint placements. Skin and fabric textures appear slightly waxy with softened fine details.
"a female hand holding a red fresh apple, long-shot",sd1.5_lowstep_165.jpg,165,2.29958451,0.479094672,2.51693257,0.401369279,A POV shot depicts hands holding a red apple over blurred foliage. The hands and fruit maintain coherent structure without obvious anatomical distortion. Skin textures display prominent oversmoothing and a waxy artificial surface finish.
"a female hand holding a red fresh apple, long-shot",sd1.5_normal_165.jpg,165,1.727765593,0.448468672,2.219265721,0.801773003,Two hands grasp a red apple with a sprout on a grey ground. Thumb structures fuse unnaturally into the apple's upper surface. Skin exhibits a waxy texture and soft edge definition.
"a female hand holding a red fresh apple, long-shot",xl2.2_normal_165.jpg,165,3.229467639,0.420078448,2.844239553,0.575329421,Two hands hold a red apple against a blurred sunset background. Hand anatomy reveals subtle fusion at the wrists and vague finger joints. Skin textures appear waxy with flattened details and soft edge transitions.
"a cybertronic metallic green tree frog , blurred detail",AttnGAN_normal_166.jpg,166,1.284080589,0.808942906,0.74154824,0.807056989,"A close-up painterly image shows a distorted central organic form against green foliage. The subject is severely malformed with fused geometry and lacks coherent structure. Surfaces exhibit extreme oversmoothing, melted textures, and weak edge definition."
"a cybertronic metallic green tree frog , blurred detail",DALLE2_normal_166.jpg,166,1.903017791,1.170724221,3.137840023,0.988403669,"A close-up macro view of a green frog against a dark background. The subject shows severe anatomical distortion with fused limbs and malformed features. Heavy blur, halos, and fake textures degrade clarity."
"a cybertronic metallic green tree frog , blurred detail",glide_normal_166.jpg,166,2.403882268,0.47099903,2.811881174,0.523423959,A close-up digital painting of a green tree frog against a dark background. The subject shows severe anatomical distortion with fused limbs and malformed eyes. Heavy blur and waxy textures obscure fine details.
"a cybertronic metallic green tree frog , blurred detail",midjourney_lowstep_166.jpg,166,2.974361596,0.452943451,3.531237092,0.430758907,"A glossy green frog is shown in a close-up against a blurred background. The subject is stable, but limb extremities appear softened and lack definition. Oversmoothing creates waxy textures and obscures fine surface details."
"a cybertronic metallic green tree frog , blurred detail",midjourney_normal_166.jpg,166,3.673072716,0.478161576,3.402927392,0.532600888,A 3D render displays a green and gold frog in a macro shot. Anatomy is coherent yet features slightly fused limb joints and complex geometry. Textures show subtle pseudo-detailing while edges remain sharp.
"a cybertronic metallic green tree frog , blurred detail",sd1.5_highcorr_166.jpg,166,2.925297001,0.991186099,2.996013339,1.279008416,A photorealistic close-up shows a green tree frog against a blurred background. The frog's facial anatomy is distorted by the presence of four eyes. Surfaces exhibit waxiness and lack sharp micro-detail definition.
"a cybertronic metallic green tree frog , blurred detail",sd1.5_lowcorr_166.jpg,166,3.010422973,0.485791694,2.885703528,0.708720837,A glossy green stylized frog sits on a plain grey background. The subject displays distorted limb anatomy and a fused body structure. Skin textures appear waxy with a visible blue geometric artifact.
"a cybertronic metallic green tree frog , blurred detail",sd1.5_lowstep_166.jpg,166,2.610677849,0.556104867,2.689045915,1.046392634,"A close-up shows a vibrant green tree frog on a light green surface. The subject is coherent, but its limbs and toes exhibit clear structural fusion. Heavy digital grain and noisy textures dominate the entire visual field."
"a cybertronic metallic green tree frog , blurred detail",sd1.5_normal_166.jpg,166,3.966327593,0.267072644,3.113705614,0.983584447,A photorealistic close-up shows a green tree frog against blurred foliage. The frog's facial features and finger digits exhibit subtle anatomical distortions and fusion. Skin textures appear slightly waxy with inconsistent fine-grained surface detail.
"a cybertronic metallic green tree frog , blurred detail",xl2.2_normal_166.jpg,166,2.67293154,0.786611122,2.653500595,0.353966763,A close-up macro shot features a green tree frog on a blurred surface. The subject displays anatomical distortion with fused eye-like protrusions and a malformed snout. Skin textures exhibit subtle plasticity and edge softening.
"two women working in a recording studio, hyper detail",AttnGAN_normal_167.jpg,167,1.337589887,0.689156899,0.491681629,0.503353788,A distorted dark organic-mechanical form hangs over a pale textured wall. The primary subject exhibits severe structural fusion and semantic ambiguity. Heavy blurring and indistinct textures dominate the visual field.
"two women working in a recording studio, hyper detail",DALLE2_normal_167.jpg,167,2.321609349,0.438716814,2.78310259,1.059207108,A photorealistic portrait shows two individuals in a recording studio setting. Central figure hands are malformed and the mixing board lacks logical structure. Skin exhibits a waxy finish and background textures appear oversmoothed.
"two women working in a recording studio, hyper detail",glide_normal_167.jpg,167,0.747178209,0.329033038,0.78808434,0.337559331,A blurred close-up captures a dark electronic surface with glowing lights. The subject's structure is indistinct and lacks clear geometric definition. Severe global blur and noise obscure all fine details.
"two women working in a recording studio, hyper detail",midjourney_lowstep_167.jpg,167,2.463857203,0.375794952,2.926636646,0.396438768,Two women lean over a table in a vintage-styled room. Facial features and hand structures are heavily distorted by motion blur. Pervasive softness and oversmoothing eliminate fine details throughout the frame.
"two women working in a recording studio, hyper detail",midjourney_normal_167.jpg,167,3.550859712,0.525908235,3.658965437,0.606641784,Two women operate a large mixing console inside a recording studio. The foreground subject has structurally distorted hands with fused and elongated fingers. Skin textures appear waxy and background details show soft blurring.
"two women working in a recording studio, hyper detail",sd1.5_highcorr_167.jpg,167,2.782759734,0.468796599,3.291909811,0.488210145,Two women with headphones interact in a recording studio with audio equipment. Subjects show facial distortion and anatomically implausible hand fusion at the center. Skin textures appear waxy with minor detail softening.
"two women working in a recording studio, hyper detail",sd1.5_lowcorr_167.jpg,167,1.866501955,0.475149339,2.926636646,0.37306119,A monochrome image captures two women in a studio with microphones. The main subject displays extreme facial distortion and melted anatomical features. Waxy textures and heavy blur dominate the visual field.
"two women working in a recording studio, hyper detail",sd1.5_lowstep_167.jpg,167,2.532418004,0.710765635,2.568020722,1.033538605,A person with headphones sits at a studio mixing console in monochrome. The subject's hands and facial features appear softened and lack anatomical definition. Heavy grain and soft focus obscure fine textures and edge clarity.
"two women working in a recording studio, hyper detail",sd1.5_normal_167.jpg,167,2.888789697,0.890036097,3.628776877,0.530361359,Two women wearing headphones work at a studio mixing console. Facial features and hands show significant anatomical distortion and fusion. Global sharpness is low with waxy skin and blurred background details.
"two women working in a recording studio, hyper detail",xl2.2_normal_167.jpg,167,3.578018157,0.48788932,3.647833348,0.385462045,Two women wearing headphones play a keyboard in a bright studio. Foreground fingers appear fused and malformed while the background face lacks structure. Background regions show heavy blurring and inconsistent detail sharpness.
"profile face portrait of a tin toy robot, HDR lighting",AttnGAN_normal_169.jpg,169,0.792278167,0.473058106,0.995202671,0.432686569,A close-up of a distorted glossy metallic form against a blurred background. Severe warping and fusion render the subject's features structurally incoherent. Global oversmoothing creates waxy surfaces and undefined edges.
"profile face portrait of a tin toy robot, HDR lighting",DALLE2_normal_169.jpg,169,3.002885562,0.75057705,2.750918808,0.538694886,A close-up shot shows a metallic robot head against a warm background. The facial structure is coherent despite slightly asymmetrical eyes and simplified features. Metal textures exhibit subtle oversmoothing while maintaining sharp highlight definition.
